# Hebrew Wordnet	heb	http://cl.haifa.ac.il/projects/mwn/index.shtml	wordnet
00001740-n	heb:lemma	יֵשׁוּת
00002137-n	heb:lemma	הַפְשָׁטָה
00002684-n	heb:lemma	אוֹבְּיֶקְט
00002684-n	heb:lemma	חֵפֶץ
00003431-v	heb:lemma	גִּהֵק
00003553-n	heb:lemma	מִכְלוֹל
00003826-v	heb:lemma	שִׁהֵק
00004227-v	heb:lemma	נָפַח
00004227-v	heb:lemma	נָשַׁף
00004475-n	heb:lemma	חַי
00004819-v	heb:lemma	הִתְעַטֵּשׁ
00005041-v	heb:lemma	שָׁאַף
00005815-v	heb:lemma	הִשְׁתַּעֵל
00006032-a	heb:lemma	יַחֲסִי
00006269-n	heb:lemma	חַיִּים
00006484-n	heb:lemma	תָּא
00007015-r	heb:lemma	בְּעֶרֶךְ
00007015-r	heb:lemma	כְּ
00007015-r	heb:lemma	לְעֵרֶךְ
00007015-r	heb:lemma	פָּחוֹת-אוֹ-יוֹתֵר
00007347-n	heb:lemma	יֵשׁוּת-גּוֹרֶמֶת
00007846-n	heb:lemma	אָדָם
00007846-n	heb:lemma	אִישׁ
00007846-n	heb:lemma	מִישֶׁהוּ
00008007-r	heb:lemma	לְגַמְרֵי
00008007-r	heb:lemma	לַחֲלוּטִין
00008600-r	heb:lemma	בִּלְבַד
00008600-r	heb:lemma	רַק
00011093-r	heb:lemma	הֵיטֵב
00011093-r	heb:lemma	טוֹב
00012362-a	heb:lemma	מֻשָּׂגִי
00012362-a	heb:lemma	קוֹנְסֶפְּטוּאָלִי
00012932-a	heb:lemma	!רַעְיוֹנִי
00013160-a	heb:lemma	מוּחָשׁ
00013160-a	heb:lemma	מוּחָשִׁי
00013160-a	heb:lemma	קוֹנְקְרֶטִי
00013887-a	heb:lemma	שׁוֹפֵעַ
00014034-v	heb:lemma	!רָעַד
00015303-v	heb:lemma	הִתְנַמְנֵם
00015303-v	heb:lemma	נִמְנֵם
00015388-n	heb:lemma	בַּעַל-חַיִּים
00015388-n	heb:lemma	חַיָּה
00015471-r	heb:lemma	מֵאָה-אָחוּז
00017031-v	heb:lemma	נָחַר
00017222-n	heb:lemma	צֶמַח
00017639-r	heb:lemma	אַף
00017639-r	heb:lemma	אֲפִלּוּ
00018781-r	heb:lemma	דַּי
00018781-r	heb:lemma	לְמַדַּי
00019128-n	heb:lemma	עֶצֶם-טִבְעִי
00020827-n	heb:lemma	עֶצֶם
00021065-v	heb:lemma	אִלְחֵשׁ
00021065-v	heb:lemma	הִרְדִּים
00021265-n	heb:lemma	אֹכֶל
00021878-r	heb:lemma	לִפְעָמִים
00021878-r	heb:lemma	לִפְרָקִים
