# Persian Wordnet	fas	http://www.pwn.ir	Free to use 
00002312-a	lemma	پشتی
00002527-a	lemma	شکمی
00002573-v	lemma	بو کردن
00002573-v	lemma	دم زدن
00002621-r	lemma	کم
00003131-a	lemma	استشهادی
00003131-a	lemma	مقرب
00003356-a	lemma	پیدایش یافته
00003356-a	lemma	در حال تولد
00003829-a	lemma	بارور
00003829-a	lemma	بچه زا
00003829-a	lemma	ثمر بخش
00004171-a	lemma	روبه مرگ
00004413-a	lemma	خلاصه شده
00004413-a	lemma	مختصر
00004475-n	lemma	ترکیب موجود زنده
00004475-n	lemma	سازمان
00004475-n	lemma	سازواره
00004475-n	lemma	فرتاش
00004475-n	lemma	موجود زنده
00004605-v	lemma	بیرون آمدن
00004605-v	lemma	تجلی کردن
00004605-v	lemma	جاری شدن
00004605-v	lemma	سرچشمه گرفتن
00004819-v	lemma	عطسه کردن
00004980-a	lemma	تلخیص نشده
00004980-a	lemma	کوتاه نشده
00005041-v	lemma	استشمام کردن
00005526-v	lemma	دم کشیدن
00005526-v	lemma	ضربان داشتن
00005526-v	lemma	نفس نفس زدن
00005599-a	lemma	اشاره شده
00005599-a	lemma	التزامی
00005599-a	lemma	غیرقابل اعتراض
00005599-a	lemma	غیرقابل منازعه
00005599-a	lemma	مجازی
00005599-a	lemma	محقق
00005787-n	lemma	ته دریا
00005815-v	lemma	سرفه کردن
00005930-n	lemma	کوتوله
00006032-a	lemma	تطبیقی
00006032-a	lemma	تفضیلی
00006238-v	lemma	پرداختن
00006245-a	lemma	خویشاوند
00006336-a	lemma	جاذب
00006400-n	lemma	سلول
00006697-v	lemma	خس خس کردن
00006802-v	lemma	قهر کردن
00007328-v	lemma	خمیازه کشیدن
00007516-a	lemma	اسفنجی
00007846-n	lemma	شخصی
00007846-n	lemma	کسی
00007846-n	lemma	یک شخص
00007846-n	lemma	یک کسی
00008007-r	lemma	از همه جهت
00008007-r	lemma	بسیار
00008007-r	lemma	تماما
00008007-r	lemma	جمیع
00008007-r	lemma	سراسر
00008007-r	lemma	یکسره
00008007-r	lemma	هرگونه
00008007-r	lemma	همگی
00008007-r	lemma	همه چیز
00008206-a	lemma	جاذب
00008206-a	lemma	گیرا
00008299-v	lemma	چشمک زدن
00008600-r	lemma	صرفا
00008600-r	lemma	فقط
00008602-v	lemma	لوچ بودن
00008799-v	lemma	لوچ بودن
00009147-v	lemma	پوست انداختن
00009147-v	lemma	ریختن
00009373-r	lemma	عینا
00009492-v	lemma	پوسته پوسته شدن
00009618-a	lemma	تند و تلخ
00009618-a	lemma	زاهدانه
00009966-r	lemma	خواهشمند است
00009966-r	lemma	لطفا
00010385-a	lemma	ناخوش
00010537-a	lemma	ناخوش
00010726-a	lemma	بسیار گرسنه
00010726-a	lemma	پرخور
00010726-a	lemma	حریص
00010726-a	lemma	خیلی گرسنه
00010726-a	lemma	گرگ صفت
00011852-v	lemma	خوش بین بودن
00012071-a	lemma	اندیشه ای
00012071-a	lemma	تعقلی
00012071-a	lemma	وهمی
00012137-v	lemma	تهدیدکردن
00012362-a	lemma	ادراکی
00012362-a	lemma	تصوری
00012434-v	lemma	پرسروصدا بودن
00013160-a	lemma	بهم چسبیده
00013160-a	lemma	سفت
00013887-a	lemma	بسیار
00013887-a	lemma	فراوان
00013887-a	lemma	وافر
00014201-v	lemma	مشمئز شدن
00014490-a	lemma	بیش ازاندازه
00014490-a	lemma	پربار
00014490-a	lemma	خیلی
00014490-a	lemma	زیاد
00014490-a	lemma	سرشار
00014490-a	lemma	فراخ
00014490-a	lemma	فراوان
00014490-a	lemma	وافر
00014742-v	lemma	خفتن
00014742-v	lemma	خوابیدن
00014742-v	lemma	خواب رفتن
00014742-v	lemma	در بستر رفتن
00014858-a	lemma	خیلی
00014858-a	lemma	فراوان
00015247-a	lemma	سرشار
00015247-a	lemma	فراوان
00015303-v	lemma	چرت زدن
00015303-v	lemma	کند شدن
00015388-n	lemma	جانداران
00015388-n	lemma	جانور
00015388-n	lemma	جانوری
00015388-n	lemma	حس و حرکت
00015388-n	lemma	حیوان
00015388-n	lemma	حیوانی
00015471-r	lemma	بسیار خوب
00015713-v	lemma	خواب ماندن
00015720-a	lemma	فراوان
00015720-a	lemma	مملو
00016247-a	lemma	زیاد
00016247-a	lemma	وافر
00016380-v	lemma	کند شدن
00016532-a	lemma	سیل اسا
00016647-a	lemma	سبز رنگ
00016756-a	lemma	کم
00016756-a	lemma	کمیاب
00016756-a	lemma	نادر
00017031-v	lemma	خروپف کردن
00017222-n	lemma	الهه گل
00017222-n	lemma	کارخانه
00017222-n	lemma	گیا
00018222-a	lemma	انتقاد ناپذیر
00018526-v	lemma	بیدار شدن
00018526-v	lemma	بیدار کردن
00018526-v	lemma	بیدار ماندن
00018813-v	lemma	بیدار شدن
00018813-v	lemma	رم دادن
00018850-a	lemma	قابل اعتراض
00019339-r	lemma	درهر صورت
00019339-r	lemma	هیچ
00019339-r	lemma	هرگز
00019505-a	lemma	قابل دسترس
00019982-v	lemma	ریش شدن
00019982-v	lemma	زخم شدن
00020671-v	lemma	هیپنوتیزم شدن
00020759-r	lemma	ابدا
00020759-r	lemma	هیچ
00020759-r	lemma	هیچگاه
00020759-r	lemma	هیچ وقت
00020759-r	lemma	هرگز
00020787-a	lemma	خوش محضر
00020997-r	lemma	ابدا
00020997-r	lemma	هیچ
00020997-r	lemma	هیچگاه
00020997-r	lemma	هیچ وقت
00020997-r	lemma	هرگز
00021110-a	lemma	اجباری
00021110-a	lemma	الزامی
00021110-a	lemma	حاضر خدمات
00021110-a	lemma	خوشخو
00021110-a	lemma	مهربان
00021265-n	lemma	طعام
00021592-a	lemma	نامهربان
00021766-a	lemma	دقیق
00021766-a	lemma	صحیح
00021939-n	lemma	مصنوع
00022316-v	lemma	آرام کردن
00022686-v	lemma	انرژی دادن
00023278-a	lemma	راستگو
00023383-a	lemma	غلط
00023646-v	lemma	ضعف کردن
00023655-a	lemma	خارج
00023655-a	lemma	غایب
00023854-a	lemma	معیوب
00024047-v	lemma	زنده کردن
00024073-r	lemma	حرف منفی
00024257-r	lemma	ابدا
00024257-r	lemma	هیچ
00024264-n	lemma	خواص
00024279-v	lemma	از سر گرفتن
00024279-v	lemma	زنده کردن
00024356-r	lemma	ابدا
00024417-a	lemma	خوگرفته
00024417-a	lemma	معتاد
00024509-r	lemma	ازنوع
00024509-r	lemma	چقدر
00024509-r	lemma	چه
00024509-r	lemma	چه نوع
00024509-r	lemma	کدام
00024509-r	lemma	هیچ
00024509-r	lemma	هیچگونه
00024649-v	lemma	تازه کردن
00024682-r	lemma	ابدا
00024682-r	lemma	اصلا
00024834-a	lemma	غیر عادی
00025238-a	lemma	اسیدی
00025464-r	lemma	در هیچ مکان
00025464-r	lemma	هیچ جا
00025464-r	lemma	هیچ کجا
00025559-r	lemma	دریک محلی
00025559-r	lemma	درمکانی
00025559-r	lemma	یک جایی
00026515-a	lemma	بی تفاوت
00027247-a	lemma	تصدیق شده
00027599-a	lemma	پذیرفته
00027599-a	lemma	مقبول
00027705-v	lemma	برآمده بودن
00028280-a	lemma	مبتلا
00028280-a	lemma	معلوم
00028280-a	lemma	معین
00028565-v	lemma	لبخند زدن
00028867-a	lemma	بی پاداش
00028867-a	lemma	خوانده نشده
00028867-a	lemma	ستایش نشده
00028867-a	lemma	سروده نشده
00029343-a	lemma	اکتسابی
00029343-a	lemma	جوینده
00029769-a	lemma	جمع شونده
00029933-a	lemma	حریص
00029933-a	lemma	طماع
00029933-a	lemma	گیرکننده
00029985-r	lemma	دیگر
00030010-v	lemma	پوزخند زدن
00030358-n	lemma	قباله
00031138-a	lemma	پرخور
00031138-a	lemma	حریص
00031138-a	lemma	خیلی گرسنه
00031138-a	lemma	درنده خو
00031663-v	lemma	خندیدن
00032497-a	lemma	ورزشی
00032497-a	lemma	ورزشکار
00032733-a	lemma	چابک
00032733-a	lemma	زیرک
00032733-a	lemma	زرنگ
00032981-v	lemma	اخم کردن
00033139-r	lemma	از این پس
00033203-v	lemma	خیره نگاه کردن
00033206-a	lemma	فوق العاده فعال
00033406-v	lemma	خیره شدن
00033809-r	lemma	چند لحظه بعد
00034213-n	lemma	پدیده
00034322-a	lemma	تنبل
00034322-a	lemma	راکد
00034322-a	lemma	سست
00034572-a	lemma	غیر متحرک
00034572-a	lemma	نشسته
00034574-n	lemma	شفقت
00034758-v	lemma	پاک کردن
00034758-v	lemma	چیدن
00035189-n	lemma	دست یابی
00035189-n	lemma	کمال
00035320-r	lemma	چند لحظه بعد
00035368-a	lemma	بازنشسته
00035758-v	lemma	پاک کردن
00036299-n	lemma	جای ثابت
00036762-n	lemma	عمل
00036762-n	lemma	فتح نمایان
00036762-n	lemma	کار برجسته
00037006-n	lemma	شاهکار
00037006-n	lemma	کار استاد
00037090-n	lemma	هنر
00037090-n	lemma	هنر نمایی
00037138-v	lemma	غرغره کردن
00037919-v	lemma	آب تنی کردن
00037919-v	lemma	استحمام کردن
00037919-v	lemma	حمام گرفتن
00038260-a	lemma	تنبل
00038260-a	lemma	سست
00038462-a	lemma	پنهان
00038462-a	lemma	مکنون
00038462-a	lemma	ناپیدا
00038687-v	lemma	یکدست کردن
00039122-a	lemma	طرفدار عمل
00039211-n	lemma	اثر متقابل
00039592-a	lemma	منفعل
00039916-n	lemma	اوردن
00039950-v	lemma	دلمه شدن
00040084-v	lemma	روغن مالیدن
00040188-v	lemma	خبط کردن
00040420-n	lemma	عمل متقابل
00040420-n	lemma	معامله به مثل
00040534-a	lemma	انفجاری
00041468-n	lemma	زور آزمایی
00041468-n	lemma	مبارزه
00042311-n	lemma	سبب
00043003-r	lemma	بدینسان
00043003-r	lemma	مثلا
00043195-n	lemma	چیز یافته
00043480-v	lemma	معطر کردن
00044149-v	lemma	آراستن
00044150-n	lemma	اجرا
00044150-n	lemma	انجام
00044353-a	lemma	امکان پذیر
00044353-a	lemma	ذخیره ای
00044353-a	lemma	میسر
00044455-n	lemma	دررو
00044608-a	lemma	پنهان
00044608-a	lemma	ناپیدا
00044900-n	lemma	نبش قبر
00045114-n	lemma	حکم کتاب مقدس
00045250-n	lemma	دفع
00045356-a	lemma	فاسد کننده
00045639-v	lemma	آراستن
00045639-v	lemma	داماد شدن
00045817-v	lemma	لاغر کردن
00045907-n	lemma	بازیابی
00046109-a	lemma	وفقی
00046344-n	lemma	شاهکار
00046344-n	lemma	شیرین کاری
00047029-a	lemma	تسلیم شده
00047029-a	lemma	خوگرفته
00047243-a	lemma	الکلی
00047243-a	lemma	دارای الکل
00047392-r	lemma	زیاد
00047406-a	lemma	تابع
00047534-r	lemma	زیاد
00047534-r	lemma	گذشته از این
00047534-r	lemma	نیز
00047534-r	lemma	همینطور
00047786-a	lemma	معتاد کننده
00047941-n	lemma	عمل انجام شده
00048225-n	lemma	ورود
00048460-a	lemma	جمع شونده
00048475-r	lemma	امروزه
00048475-r	lemma	این روزها
00048858-a	lemma	اضافی
00049003-n	lemma	حق دخول
00049102-v	lemma	آراستن
00049469-a	lemma	اضافی
00049469-a	lemma	کبیسه
00049469-a	lemma	مندرج
00049879-a	lemma	اضافی
00049879-a	lemma	تکمیلی
00049879-a	lemma	متمم
00049879-a	lemma	مکمل
00050037-n	lemma	ثبت
00050037-n	lemma	ثبت نام
00050083-a	lemma	کاهشی
00050260-a	lemma	رافع
00050652-v	lemma	برتن کردن
00050652-v	lemma	پوشیدن
00051045-a	lemma	کافی
00051045-a	lemma	مساوی
00051192-n	lemma	عازم میهن
00051192-n	lemma	ورود به خانه
00051571-a	lemma	لایق
00051590-r	lemma	بی محابا
00051590-r	lemma	رک
00051696-a	lemma	نابسنده
00051712-n	lemma	رسوخ
00051712-n	lemma	نفوذ
00052012-a	lemma	دارای کمبود
00052012-a	lemma	ناکارا
00052231-r	lemma	چند جور
00052548-v	lemma	افشاندن
00052548-v	lemma	باردار کردن
00052548-v	lemma	بارورکردن
00052672-a	lemma	چسبدار
00052672-a	lemma	چسبیده
00052672-a	lemma	چسبنده
00053032-a	lemma	تابع
00053032-a	lemma	طرفدار
00053032-a	lemma	هواخواه
00053097-n	lemma	بدرود
00053097-n	lemma	تودیع
00053097-n	lemma	جای تقسیم
00053097-n	lemma	فراق
00053097-n	lemma	فرق
00053097-n	lemma	وداع
00053525-n	lemma	خداحافظی
00053564-a	lemma	چسبناک
00053691-a	lemma	چسبناک
00054109-a	lemma	چسبناک
00054109-a	lemma	چسبنده
00054212-r	lemma	بعد
00054212-r	lemma	دیگر
00054212-r	lemma	کنار
00054285-v	lemma	بستن شدن
