# Greek Wordnet	ell	https://github.com/okfngr/wordnet	Apache 2.0 
00001740-a	ell:lemma	ικανός
00001740-n	ell:lemma	οντότητα
00001740-v	ell:lemma	αναπνέω
00002098-a	ell:lemma	ανίκανος
00002137-n	ell:lemma	αφηρημένη έννοια
00002325-v	ell:lemma	αναπνέω
00002325-v	ell:lemma	ανασαίνω
00002452-n	ell:lemma	πράγμα
00002573-v	ell:lemma	αναπνέω
00002573-v	ell:lemma	ανασαίνω
00002684-n	ell:lemma	άψυχο αντικείμενο
00003553-n	ell:lemma	μονάδα
00004227-v	ell:lemma	εκπνέω
00004258-n	ell:lemma	ζωντανός οργανισμός
00004258-n	ell:lemma	ον
00004475-n	ell:lemma	οργανισμός
00005041-v	ell:lemma	εισπνέω
00006238-v	ell:lemma	αποχρέμπτομαι
00006238-v	ell:lemma	πτύω
00006238-v	ell:lemma	φτύνω
00006269-n	ell:lemma	ζωή
00006484-n	ell:lemma	κύτταρο
00007328-v	ell:lemma	χασμουριέμαι
00007347-n	ell:lemma	αιτία
00007739-v	ell:lemma	ανοιγοκλείνω
00007846-n	ell:lemma	άνθρωπος
00007846-n	ell:lemma	άτομο
00008299-v	ell:lemma	κλείνω το μάτι
00009147-v	ell:lemma	αποβάλλω
00009147-v	ell:lemma	απορρίπτω
00010054-v	ell:lemma	κινώ ακούσια
00010241-v	ell:lemma	δρω ακούσια
00010435-v	ell:lemma	συμπεριφέρομαι
00012267-v	ell:lemma	κάνω
00012613-v	ell:lemma	ψυχραίνομαι
00012932-a	ell:lemma	ιδεολογικός
00013615-v	ell:lemma	λειτουργώ σαν
00013615-v	ell:lemma	προσποιούμαι
00014034-v	ell:lemma	τρεκλίζω
00014201-v	ell:lemma	αναριγώ
00014201-v	ell:lemma	ανατριχιάζω
00014405-v	ell:lemma	αναπαύομαι
00014405-v	ell:lemma	ξεκουράζομαι
00014549-v	ell:lemma	κινούμαι
00014742-v	ell:lemma	μισοκοιμάμαι
00015388-n	ell:lemma	ζώο
00015498-v	ell:lemma	κοιμάμαι
00017222-n	ell:lemma	φυτό
00017282-v	ell:lemma	κουτουλώ
00017282-v	ell:lemma	μισοκοιμάμαι
00017282-v	ell:lemma	νυστάζω
00018526-v	ell:lemma	ξυπνώ
00018526-v	ell:lemma	συνέρχομαι
00019128-n	ell:lemma	φυσικό αντικείμενο
00019448-v	ell:lemma	δρω
00019613-n	ell:lemma	ουσία
00020133-v	ell:lemma	ξυπνώ
00020827-n	ell:lemma	ύλη
00021265-n	ell:lemma	τροφή
00021939-n	ell:lemma	χειροποίητο αντικείμενο
00022316-v	ell:lemma	γαληνεύω
00022316-v	ell:lemma	ηρεμώ
00022316-v	ell:lemma	ησυχάζω
00022316-v	ell:lemma	καθησυχάζω
00022316-v	ell:lemma	καλμάρω
00022316-v	ell:lemma	κατευνάζω
00022686-v	ell:lemma	αφυπνίζω
00022686-v	ell:lemma	δραστηριοποιώ
00022686-v	ell:lemma	ενεργοποιώ
00022686-v	ell:lemma	εξεγείρω
00022903-n	ell:lemma	αντικείμενο
